what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1406170877637
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406170881005
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171426869
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406171427881
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406171450984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171457892
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171458928
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406171458997
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406171459066
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171505676
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171552101
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171552801
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171564011
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171569507
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171573550
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1406171575199
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1406171575215
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1406171576784
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171580058
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171582140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171605993
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171622475
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171635747
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171643075
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406171658433
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171659243
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171659428
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1406171662361
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1406171662519
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406171672028
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1406171682713
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406171684310
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171694797
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171698378
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171720581
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171733807
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171735894
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171759873
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406171766104
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171771011
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171771980
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406171772067
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406171772132
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171846700
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171892533
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406171907626
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171910578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171919384
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406171921934
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406171927906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171928867
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171929060
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171932939
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171933773
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171934068
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171940134
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406171942417
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406171950922
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171952507
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171952695
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171960060
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406171961063
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406172040238
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1406172047590
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406172048850
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406172058044
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406172060402
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406172060573
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406172237234
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406172265137
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406172270642
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1406172278604
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406172279579
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406172282381
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1406172304632
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1406172305651
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406172356087
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406172370737
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406172529430
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406172532663
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406172628489
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406172631060
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406172631796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406172715285
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406172716871
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406172718072
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406173667855
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406182170093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406182173501
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406182955058
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406182976566
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183074905
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406183076955
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183078938
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183084485
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183093070
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183096710
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406183112333
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183113426
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183113601
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183116444
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183124534
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183135827
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183137049
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183137483
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183141026
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406183151919
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406183158630
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183159378
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183159596
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1406183177794
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406183179463
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183185114
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183199216
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183210786
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183225136
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406183226027
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406183229997
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183231798
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183232265
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1406183234996
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406183236473
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183247012
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183256502
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406183278958
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183290077
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183308507
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406183309641
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406183337887
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183349775
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183350771
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183351106
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183355384
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183383193
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183384127
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183384456
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183387507
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406183431241
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183438482
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183454079
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406183460367
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183463551
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183469613
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406183470034
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183473097
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183479822
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406183480542
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183506876
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183513967
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183530769
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183537063
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183549157
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183557111
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406183557864
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406183570096
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1406183586030
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406183590094
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183596176
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183601503
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183602832
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183609819
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406183610455
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183641836
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183642738
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183643304
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183653188
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406183668150
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183670617
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183671693
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406183718049
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1406183722653
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406183753140
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1406183753879
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183754622
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183754828
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406183757675
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406183769150
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406183781023
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183781638
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183781860
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1406183783869
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183784745
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183785681
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406183787356
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1406183789972
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183803824
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183804977
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406183805533
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406184476843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406184512231
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406184772176
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406184784299
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406185476361
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185485169
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185507838
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406185508676
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406185509540
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185509617
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185509691
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406185535760
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406185565675
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185586394
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185589157
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406185602904
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406185604237
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185604313
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1406185619085
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1406185625129
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406185629931
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406185630877
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185630925
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185665060
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185699544
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185740118
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185798243
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185813245
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185814937
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1406185887149
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185888296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406185955185
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406185985539
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185987010
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406185999604
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406186001187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406186002036
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406186002463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406186148356
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406186165334
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406186166779
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406186333014
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406186340042
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406186345847
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406186349027
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406186350780
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406186353565
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406186354281
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406186355854
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406186357520
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406186358190
